Marca,Modello,Type,Origine,DriveTrain,MSRP,Invoice,EngineSize,Cylinders,Horsepower,MPG_City,MPG_Highway,Weight,Wheelbase,Length
Fiat,Tipo Station Wagon,Station Wagon,Europe,FWD,19000.0,18000.0,1.4,4.0,95.0,27.0,35.0,1450.0,260.0,4600.0
Fiat,500L Trekking,SUV,Europe,FWD,21000.0,20000.0,1.4,4.0,95.0,26.0,33.0,1380.0,260.0,4150.0
Fiat,Bravo,Hatchback,Europe,FWD,20000.0,19000.0,1.4,4.0,120.0,26.0,33.0,1350.0,260.0,4200.0
Fiat,Croma,Sedan,Europe,FWD,25000.0,24000.0,1.8,4.0,140.0,23.0,30.0,1600.0,270.0,4700.0
Fiat,Freemont,SUV,Europe,AWD,30000.0,29000.0,2.4,4.0,170.0,21.0,28.0,1800.0,280.0,4800.0
Fiat,Doblo,MPV,Europe,FWD,22000.0,21000.0,1.6,4.0,105.0,24.0,31.0,1600.0,270.0,4500.0
Ford,EcoSport,SUV,Europe,AWD,23000.0,22000.0,1.5,3.0,123.0,24.0,30.0,1400.0,250.0,4200.0  
Ford,Explorer,SUV,Europe,AWD,55000.0,53000.0,3.0,6.0,365.0,18.0,24.0,2100.0,300.0,5050.0  
Ford,Fiesta,Hatchback,Europe,FWD,17000.0,16000.0,1.0,3.0,120.0,30.0,36.0,1150.0,250.0,3950.0  
Ford,Fiesta 3 porte,Hatchback,Europe,FWD,16500.0,15500.0,1.0,3.0,120.0,30.0,36.0,1130.0,250.0,3950.0  
Ford,Focus,Hatchback,Europe,FWD,22000.0,21000.0,1.5,4.0,180.0,27.0,34.0,1400.0,270.0,4350.0  
Ford,Focus SportBreak,Station Wagon,Europe,FWD,24000.0,23000.0,1.5,4.0,180.0,26.0,33.0,1420.0,270.0,4400.0  
Ford,Galaxy,MPV,Europe,FWD,35000.0,34000.0,2.0,4.0,240.0,22.0,28.0,1700.0,280.0,4950.0  
Ford,Grand Tourneo Connect,MPV,Europe,FWD,32000.0,31000.0,1.5,4.0,120.0,24.0,30.0,1650.0,280.0,4950.0  
Ford,Mondeo,Sedan,Europe,FWD,27000.0,26000.0,2.0,4.0,190.0,24.0,31.0,1600.0,280.0,4800.0  
Ford,Mondeo Ibrida Elettrica,Sedan,Europe,FWD,33000.0,32000.0,2.0,4.0,190.0,28.0,35.0,1650.0,280.0,4800.0  
Ford,Mondeo Electric Hybrid Sportbreak,Station Wagon,Europe,FWD,35000.0,34000.0,2.0,4.0,190.0,28.0,35.0,1700.0,280.0,4850.0  
Ford,Mondeo Sportbreak,Station Wagon,Europe,FWD,28000.0,27000.0,2.0,4.0,190.0,24.0,31.0,1650.0,280.0,4800.0  
Ford,Mustang Decappottabile,Cabriolet,North America,RWD,55000.0,53000.0,5.0,8.0,450.0,15.0,24.0,1650.0,270.0,4700.0  
Ford,Mustang Fastback,Coupe,North America,RWD,54000.0,52000.0,5.0,8.0,450.0,15.0,24.0,1650.0,270.0,4700.0  
Ford,Kuga,SUV,Europe,FWD,32000.0,31000.0,1.5,4.0,180.0,26.0,32.0,1550.0,270.0,4450.0  
Ford,Mustang Mach-E,SUV,North America,AWD,50000.0,49000.0,0.0,0.0,480.0,95.0,120.0,2100.0,290.0,4700.0  
Ford,Puma,SUV,Europe,FWD,28000.0,27000.0,1.0,3.0,125.0,28.0,34.0,1350.0,260.0,4100.0  
Ford,S-Max,MPV,Europe,FWD,34000.0,33000.0,2.0,4.0,240.0,22.0,28.0,1750.0,280.0,4950.0  
Ford,Tourneo Connect,MPV,Europe,FWD,31000.0,30000.0,1.5,4.0,120.0,24.0,30.0,1650.0,280.0,4950.0  
Ford,Ranger,Pickup,North America,AWD,35000.0,34000.0,2.3,4.0,270.0,20.0,26.0,2000.0,300.0,5200.0  
Ford,Ranger Raptor,Pickup,North America,AWD,55000.0,54000.0,2.0,4.0,310.0,18.0,24.0,2100.0,300.0,5200.0  
Ford,F-150,Pickup,North America,AWD,60000.0,58000.0,3.5,6.0,400.0,17.0,23.0,2300.0,320.0,5600.0  
Ford,F-150 Raptor,Pickup,North America,AWD,70000.0,68000.0,3.5,6.0,450.0,15.0,21.0,2400.0,320.0,5700.0  
Ford,C-Max,MPV,Europe,FWD,25000.0,24000.0,1.5,4.0,182.0,25.0,32.0,1400.0,270.0,4350.0  
Ford,C-Max Hybrid,MPV,Europe,FWD,28000.0,27000.0,2.0,4.0,188.0,28.0,35.0,1450.0,270.0,4350.0  
Ford,Transit Connect,Van,Europe,FWD,28000.0,27000.0,1.5,4.0,122.0,24.0,30.0,1650.0,280.0,4950.0  
Ford,Transit Custom,Van,Europe,FWD,35000.0,34000.0,2.0,4.0,170.0,22.0,27.0,1800.0,290.0,5300.0  
Ford,Transit,Van,Europe,RWD,32000.0,31000.0,3.5,6.0,290.0,18.0,23.0,2100.0,300.0,5700.0  
Ford,GT,Supercar,North America,RWD,450000.0,440000.0,3.5,6.0,647.0,15.0,22.0,1400.0,270.0,4700.0  
Ford,Cougar,Coupe,Europe,FWD,27000.0,26000.0,2.0,4.0,170.0,24.0,30.0,1550.0,260.0,4400.0  
Ford,Orion,Sedan,Europe,FWD,22000.0,21000.0,1.6,4.0,90.0,28.0,35.0,1400.0,260.0,4350.0  
Ford,Sierra,Sedan,Europe,RWD,24000.0,23000.0,2.0,4.0,105.0,24.0,30.0,1550.0,270.0,4450.0  
Ford,Escort,Hatchback,Europe,FWD,20000.0,19000.0,1.8,4.0,130.0,26.0,32.0,1400.0,260.0,4300.0  
Ford,Taurus,Sedan,North America,FWD,33000.0,32000.0,3.5,6.0,288.0,22.0,28.0,1800.0,280.0,4850.0  
Ford,Flex,SUV,North America,AWD,40000.0,39000.0,3.5,6.0,287.0,18.0,24.0,2000.0,300.0,5000.0  
Ford,Freestyle,Crossover,North America,AWD,38000.0,37000.0,3.5,6.0,263.0,18.0,24.0,1900.0,290.0,4900.0  
Ford,Focus RS,Hatchback,Europe,AWD,39000.0,38000.0,2.3,4.0,350.0,20.0,26.0,1500.0,270.0,4300.0  
Ford,Focus ST,Hatchback,Europe,FWD,30000.0,29000.0,2.0,4.0,250.0,24.0,30.0,1400.0,270.0,4300.0  
Ford,Edge,SUV,North America,FWD,36000.0,35000.0,2.0,4.0,250.0,22.0,28.0,1850.0,290.0,4850.0  
Ford,Edge ST,SUV,North America,AWD,45000.0,44000.0,2.7,6.0,335.0,19.0,25.0,1950.0,290.0,4850.0  
Ford,Bronco,SUV,North America,AWD,42000.0,41000.0,2.3,4.0,270.0,20.0,25.0,2000.0,300.0,4800.0  
Ford,Bronco Sport,SUV,North America,AWD,32000.0,31000.0,1.5,3.0,181.0,23.0,28.0,1650.0,280.0,4400.0  
GMC,Envoy XUV SLE,SUV,USA,Front,31890.0,28922.0,4.2,6.0,275.0,15.0,19.0,4945.0,129.0,208.0
GMC,Yukon 1500 SLE,SUV,USA,Front,35725.0,31361.0,4.8,8.0,285.0,16.0,19.0,5042.0,116.0,199.0
GMC,Yukon XL 2500 SLT,SUV,USA,All,46265.0,40534.0,6.0,8.0,325.0,13.0,17.0,6133.0,130.0,219.0
GMC,Safari SLE,Sedan,USA,Rear,25640.0,23215.0,4.3,6.0,190.0,16.0,20.0,4309.0,111.0,190.0
GMC,Canyon Z85 SL Regular Cab,Truck,USA,Rear,16530.0,14877.0,2.8,4.0,175.0,18.0,25.0,3351.0,111.0,192.0
GMC,Sierra Extended Cab 1500,Truck,USA,Rear,25717.0,22604.0,4.8,8.0,285.0,17.0,20.0,4548.0,144.0,230.0
GMC,Sierra HD 2500,Truck,USA,All,29322.0,25759.0,6.0,8.0,300.0,13.0,18.0,5440.0,133.0,222.0
GMC,Sonoma Crew Cab,Truck,USA,All,25395.0,23043.0,4.3,6.0,190.0,15.0,19.0,4083.0,123.0,208.0
Honda,Civic,Hatchback,Asia,FWD,23000.0,22000.0,2.0,4.0,158.0,30.0,38.0,1300.0,270.0,4510.0  
Honda,Civic Sedan,Sedan,Asia,FWD,24000.0,23000.0,2.0,4.0,158.0,32.0,40.0,1320.0,270.0,4510.0  
Honda,Accord,Sedan,Asia,FWD,28000.0,27000.0,1.5,4.0,192.0,29.0,38.0,1450.0,280.0,4900.0  
Honda,Accord Hybrid,Sedan,Asia,FWD,31000.0,30000.0,2.0,4.0,212.0,44.0,47.0,1500.0,280.0,4900.0  
Honda,CR-V,SUV,Asia,AWD,32000.0,31000.0,1.5,4.0,190.0,28.0,34.0,1600.0,270.0,4580.0  
Honda,CR-V Hybrid,SUV,Asia,AWD,35000.0,34000.0,2.0,4.0,212.0,40.0,44.0,1650.0,270.0,4580.0  
Honda,HR-V,SUV,Asia,FWD,22000.0,21000.0,1.8,4.0,141.0,28.0,34.0,1400.0,270.0,4300.0  
Honda,Fit,Hatchback,Asia,FWD,17000.0,16000.0,1.5,4.0,130.0,33.0,40.0,1100.0,260.0,4000.0  
Honda,Insight,Sedan,Asia,FWD,26000.0,25000.0,1.5,4.0,151.0,55.0,52.0,1350.0,270.0,4450.0  
Honda,Pilot,SUV,Asia,AWD,45000.0,44000.0,3.5,6.0,280.0,20.0,27.0,2100.0,300.0,5000.0  
Honda,Odyssey,Minivan,Asia,FWD,35000.0,34000.0,3.5,6.0,280.0,22.0,28.0,1900.0,290.0,5200.0  
Honda,Passport,SUV,Asia,AWD,35000.0,34000.0,3.5,6.0,280.0,20.0,25.0,2050.0,300.0,4850.0  
Honda,Ridgeline,Pickup,Asia,AWD,36000.0,35000.0,3.5,6.0,280.0,18.0,24.0,2100.0,300.0,5200.0  
Honda,Civic Type R,Hatchback,Asia,FWD,38000.0,37000.0,2.0,4.0,306.0,22.0,28.0,1400.0,270.0,4400.0  
Honda,CR-Z,Hatchback,Asia,FWD,26000.0,25000.0,1.5,4.0,130.0,35.0,39.0,1300.0,270.0,4200.0  
Honda,Clarity Plug-In Hybrid,Sedan,Asia,FWD,36000.0,35000.0,1.5,4.0,212.0,44.0,47.0,1500.0,280.0,4800.0  
Honda,CR-V Turbo,SUV,Asia,AWD,34000.0,33000.0,1.5,4.0,190.0,28.0,34.0,1600.0,270.0,4600.0  
Honda,Integra,Sedan,Asia,FWD,27000.0,26000.0,1.5,4.0,200.0,30.0,37.0,1400.0,270.0,4500.0  
Honda,Element,SUV,Asia,AWD,28000.0,27000.0,2.4,4.0,166.0,21.0,26.0,1550.0,280.0,4300.0  
Honda,Prelude,Coupe,Asia,FWD,26000.0,25000.0,2.2,4.0,197.0,23.0,30.0,1400.0,270.0,4400.0  
Honda,Odyssey LX,Sedan,Asia,Front,24950.0,22498.0,3.5,6.0,240.0,18.0,25.0,4310.0,118.0,201.0
Honda,Odyssey EX,Sedan,Asia,Front,27450.0,24744.0,3.5,6.0,240.0,18.0,25.0,4365.0,118.0,201.0
Honda,S2000 convertible 2dr,Sports,Asia,Rear,33260.0,29965.0,2.2,4.0,240.0,20.0,25.0,2835.0,95.0,162.0
Hummer,H2,SUV,USA,All,49995.0,45815.0,6.0,8.0,316.0,10.0,12.0,6400.0,123.0,190.0
Hyundai,Elantra,Sedan,Asia,FWD,22000.0,21000.0,2.0,4.0,147.0,31.0,41.0,1300.0,270.0,4620.0  
Hyundai,Sonata,Sedan,Asia,FWD,28000.0,27000.0,2.5,4.0,191.0,27.0,37.0,1450.0,280.0,4900.0  
Hyundai,Ioniq,Sedan,Asia,FWD,33000.0,32000.0,1.6,4.0,104.0,59.0,58.0,1400.0,270.0,4600.0  
Hyundai,Kona,SUV,Asia,FWD,25000.0,24000.0,2.0,4.0,147.0,28.0,32.0,1400.0,260.0,4150.0  
Hyundai,Tucson,SUV,Asia,FWD,30000.0,29000.0,2.5,4.0,187.0,26.0,33.0,1600.0,280.0,4600.0  
Hyundai,Palisade,SUV,Asia,AWD,45000.0,44000.0,3.8,6.0,291.0,19.0,24.0,2100.0,290.0,5000.0  
Hyundai,Santa Fe,SUV,Asia,AWD,35000.0,34000.0,2.5,4.0,191.0,24.0,29.0,1800.0,280.0,4700.0  
Hyundai,Veloster,Coupe,Asia,FWD,26000.0,25000.0,2.0,4.0,275.0,28.0,35.0,1300.0,270.0,4200.0  
Hyundai,Nexo,SUV,Asia,FWD,58000.0,57000.0,0.0,0.0,161.0,65.0,58.0,1900.0,280.0,4800.0  
Hyundai,Ioniq 5,SUV,Asia,AWD,45000.0,44000.0,0.0,0.0,225.0,62.0,59.0,1800.0,280.0,4600.0  
Hyundai,Ioniq 6,Sedan,Asia,RWD,45000.0,44000.0,0.0,0.0,320.0,58.0,60.0,1700.0,280.0,4900.0  
Hyundai,Accent,Sedan,Asia,FWD,16000.0,15000.0,1.6,4.0,120.0,33.0,41.0,1200.0,260.0,4350.0  
Hyundai,Kona Electric,SUV,Asia,FWD,38000.0,37000.0,0.0,0.0,201.0,58.0,60.0,1550.0,270.0,4150.0  
Hyundai,Tucson Hybrid,SUV,Asia,AWD,37000.0,36000.0,1.6,4.0,226.0,33.0,38.0,1650.0,280.0,4600.0  
Hyundai,Venue,SUV,Asia,FWD,19000.0,18000.0,1.6,4.0,121.0,28.0,33.0,1350.0,260.0,4100.0  
Hyundai,Santa Cruz,Pickup,Asia,AWD,35000.0,34000.0,2.5,4.0,275.0,20.0,26.0,1850.0,280.0,4800.0  
Hyundai,Elantra N,Sedan,Asia,FWD,33000.0,32000.0,2.0,4.0,276.0,22.0,28.0,1400.0,270.0,4600.0  
Hyundai,Venue N Line,SUV,Asia,FWD,21000.0,20000.0,1.6,4.0,195.0,25.0,30.0,1350.0,260.0,4100.0  
Hyundai,Ioniq Plug-In Hybrid,Sedan,Asia,FWD,35000.0,34000.0,1.6,4.0,139.0,52.0,54.0,1400.0,270.0,4600.0  
Hyundai,Tucson N Line,SUV,Asia,AWD,40000.0,39000.0,2.5,4.0,275.0,22.0,28.0,1650.0,280.0,4600.0  
Hyundai,Grandeur,Sedan,Asia,FWD,35000.0,34000.0,3.3,6.0,290.0,21.0,29.0,1700.0,280.0,4950.0  
Hyundai,Santa Fe Hybrid,SUV,Asia,AWD,36000.0,35000.0,1.6,4.0,226.0,33.0,38.0,1800.0,280.0,4700.0  
Hyundai,Kona N,SUV,Asia,FWD,35000.0,34000.0,2.0,4.0,276.0,22.0,28.0,1400.0,270.0,4200.0  
Hyundai,Elantra Hybrid,Sedan,Asia,FWD,28000.0,27000.0,1.6,4.0,139.0,53.0,56.0,1350.0,270.0,4620.0  
Hyundai,i30,Hatchback,Asia,FWD,21000.0,20000.0,1.5,4.0,160.0,29.0,37.0,1300.0,270.0,4300.0  
Hyundai,i30 N,Hatchback,Asia,FWD,32000.0,31000.0,2.0,4.0,275.0,25.0,30.0,1400.0,270.0,4300.0  
Hyundai,i20,Hatchback,Asia,FWD,17000.0,16000.0,1.2,3.0,83.0,33.0,39.0,1200.0,260.0,4100.0  
Hyundai,i10,Hatchback,Asia,FWD,15000.0,14000.0,1.0,3.0,66.0,35.0,41.0,1100.0,260.0,3800.0  
Hyundai,Nexo FCEV,SUV,Asia,FWD,60000.0,59000.0,0.0,0.0,161.0,64.0,59.0,1900.0,280.0,4800.0  
Hyundai,Veloster N,Coupe,Asia,FWD,34000.0,33000.0,2.0,4.0,275.0,24.0,30.0,1400.0,270.0,4200.0  
Infiniti,Q50,Sedan,Asia,RWD,45000.0,44000.0,3.0,6.0,300.0,20.0,29.0,1700.0,280.0,4850.0  
Infiniti,Q60,Coupe,Asia,RWD,47000.0,46000.0,3.0,6.0,300.0,19.0,28.0,1650.0,280.0,4700.0  
Infiniti,QX50,SUV,Asia,AWD,40000.0,39000.0,2.0,4.0,268.0,23.0,29.0,1700.0,280.0,4700.0  
Infiniti,QX55,SUV,Asia,AWD,43000.0,42000.0,2.0,4.0,268.0,23.0,29.0,1750.0,280.0,4750.0  
Infiniti,QX60,SUV,Asia,AWD,55000.0,54000.0,3.5,6.0,295.0,20.0,27.0,1950.0,280.0,4950.0  
Infiniti,QX80,SUV,Asia,AWD,75000.0,74000.0,5.6,8.0,400.0,14.0,20.0,2700.0,320.0,5600.0  
Infiniti,Q30,Hatchback,Asia,FWD,32000.0,31000.0,2.0,4.0,208.0,24.0,32.0,1400.0,270.0,4300.0  
Infiniti,QX70,SUV,Asia,AWD,60000.0,59000.0,3.7,6.0,325.0,16.0,22.0,2100.0,280.0,5000.0  
Infiniti,QX50 Hybrid,SUV,Asia,AWD,45000.0,44000.0,2.0,4.0,268.0,24.0,31.0,1750.0,280.0,4700.0  
Infiniti,Q60 Red Sport,Coupe,Asia,RWD,65000.0,64000.0,3.0,6.0,400.0,19.0,26.0,1650.0,280.0,4700.0  
Infiniti,Q50 Pure,Sedan,Asia,RWD,42000.0,41000.0,2.0,4.0,208.0,23.0,31.0,1650.0,280.0,4850.0  
Infiniti,QX55 Sport,SUV,Asia,AWD,44000.0,43000.0,2.0,4.0,268.0,23.0,29.0,1750.0,280.0,4750.0  
Infiniti,Q70,Sedan,Asia,RWD,55000.0,54000.0,3.7,6.0,330.0,17.0,24.0,1850.0,280.0,4800.0  
Infiniti,QX30,Hatchback,Asia,AWD,35000.0,34000.0,2.0,4.0,208.0,25.0,33.0,1450.0,270.0,4300.0  
Infiniti,QX80 Luxe,SUV,Asia,AWD,80000.0,79000.0,5.6,8.0,400.0,14.0,20.0,2700.0,320.0,5600.0  
Isuzu,D-Max,Pickup,Asia,AWD,32000.0,31000.0,3.0,4.0,190.0,25.0,29.0,2100.0,320.0,5300.0  
Isuzu,Mu-X,SUV,Asia,AWD,35000.0,34000.0,3.0,4.0,190.0,21.0,26.0,2200.0,320.0,4900.0  
Isuzu,D-Max X-Series,Pickup,Asia,AWD,34000.0,33000.0,3.0,4.0,200.0,24.0,28.0,2150.0,320.0,5300.0  
Jaguar,XE,Sedan,Europe,RWD,45000.0,44000.0,2.0,4.0,247.0,23.0,34.0,1580.0,287.0,4680.0  
Jaguar,XF,Sedan,Europe,RWD,60000.0,59000.0,3.0,6.0,380.0,20.0,29.0,1800.0,296.0,4950.0  
Jaguar,XJ,Sedan,Europe,RWD,85000.0,84000.0,5.0,8.0,470.0,17.0,25.0,2100.0,312.0,5200.0  
Jaguar,F-Pace,SUV,Europe,AWD,65000.0,64000.0,3.0,6.0,380.0,19.0,27.0,2000.0,287.0,4800.0  
Jaguar,E-Pace,SUV,Europe,AWD,45000.0,44000.0,2.0,4.0,246.0,22.0,30.0,1700.0,270.0,4400.0  
Jaguar,I-Pace,SUV,Europe,AWD,70000.0,69000.0,0.0,0.0,395.0,80.0,90.0,2100.0,287.0,4680.0  
Jaguar,F-Type,Coupe,Europe,RWD,70000.0,69000.0,5.0,8.0,575.0,16.0,24.0,1650.0,262.0,4460.0  
Jaguar,F-Type Convertible,Cabriolet,Europe,RWD,75000.0,74000.0,5.0,8.0,575.0,16.0,24.0,1680.0,262.0,4490.0  
Jaguar,XE SV Project 8,Sedan,Europe,RWD,150000.0,148000.0,5.0,8.0,592.0,16.0,24.0,1630.0,287.0,4680.0  
Jaguar,Mark X,Sedan,Europe,RWD,50000.0,49000.0,3.0,6.0,340.0,18.0,27.0,1850.0,300.0,5000.0  
Jaguar,Mark II,Sedan,Europe,RWD,48000.0,47000.0,2.5,6.0,220.0,22.0,31.0,1600.0,285.0,4600.0  
Jaguar,X-Type,Sedan,Europe,RWD,40000.0,39000.0,3.0,6.0,240.0,21.0,30.0,1650.0,280.0,4650.0  
Jaguar,F-Pace SVR,SUV,Europe,AWD,85000.0,84000.0,5.0,8.0,550.0,15.0,22.0,2100.0,287.0,4850.0  
Jaguar,E-Type,Coupe,Europe,RWD,120000.0,118000.0,4.2,6.0,265.0,20.0,27.0,1450.0,275.0,4400.0  
Jaguar,F-Type R,Coupe,Europe,RWD,90000.0,88000.0,5.0,8.0,550.0,16.0,23.0,1620.0,262.0,4470.0  
Jaguar,XJ L,Sedan,Europe,RWD,90000.0,88000.0,3.0,6.0,340.0,19.0,28.0,2100.0,312.0,5250.0  
Jaguar,F-Type SVR Convertible,Sport,Europe,RWD,110000.0,108000.0,5.0,8.0,575.0,16.0,24.0,1680.0,262.0,4500.0  
Jaguar,C-X75,Concept,Europe,AWD,1100000.0,1080000.0,1.6,4.0,500.0,60.0,70.0,1600.0,270.0,4400.0  
Jaguar,F-Type P300,Coupe,Europe,RWD,65000.0,63000.0,2.0,4.0,300.0,22.0,30.0,1600.0,262.0,4470.0  
Jaguar,XE P250,Sedan,Europe,RWD,47000.0,46000.0,2.0,4.0,250.0,23.0,34.0,1580.0,287.0,4680.0  
Jaguar,F-Pace P400e,SUV,Europe,AWD,68000.0,67000.0,2.0,4.0,400.0,22.0,28.0,2000.0,287.0,4800.0  
Jaguar,I-Pace EV400,SUV,Europe,AWD,72000.0,71000.0,0.0,0.0,400.0,76.0,85.0,2100.0,287.0,4680.0  
Jaguar,Mark IV,Sedan,Europe,RWD,52000.0,51000.0,3.5,8.0,340.0,18.0,25.0,2100.0,300.0,5000.0  
Jaguar,Mark V,Sedan,Europe,RWD,48000.0,47000.0,3.5,8.0,265.0,19.0,27.0,2000.0,300.0,4900.0  
Jaguar,F-Type P575,Coupe,Europe,RWD,100000.0,98000.0,5.0,8.0,575.0,16.0,24.0,1650.0,262.0,4460.0  
Jeep,Renegade,SUV,Europe,4WD,32000.0,31000.0,1.3,4.0,177.0,24.0,29.0,1500.0,250.0,4233.0  
Jeep,Compass,SUV,Europe,4WD,37000.0,36000.0,2.0,4.0,180.0,22.0,28.0,1700.0,263.0,4400.0  
Jeep,Wrangler,SUV,Europe,4WD,45000.0,44000.0,3.6,6.0,285.0,17.0,23.0,2000.0,270.0,4500.0  
Jeep,Grand Cherokee,SUV,Europe,4WD,60000.0,59000.0,3.6,6.0,295.0,18.0,25.0,2100.0,290.0,4900.0  
Jeep,Grand Cherokee,SUV,Europe,4WD,70000.0,69000.0,5.7,8.0,360.0,14.0,20.0,2300.0,310.0,5100.0  
Jeep,Grand Cherokee Trackhawk,SUV,Europe,4WD,85000.0,84000.0,6.2,8.0,707.0,13.0,18.0,2300.0,310.0,5100.0  
Jeep,Wrangler Unlimited,SUV,Europe,4WD,48000.0,47000.0,3.6,6.0,285.0,17.0,23.0,2100.0,270.0,4600.0  
Jeep,Wrangler Unlimited,SUV,Europe,4WD,52000.0,51000.0,2.0,4.0,270.0,23.0,29.0,1900.0,270.0,4550.0  
Jeep,Gladiator,Pick-up,Europe,4WD,52000.0,51000.0,3.6,6.0,285.0,17.0,23.0,2300.0,290.0,5400.0  
Jeep,Cherokee,SUV,Europe,4WD,36000.0,35000.0,2.4,4.0,180.0,22.0,28.0,1750.0,260.0,4450.0  
Jeep,Cherokee,SUV,Europe,4WD,39000.0,38000.0,3.2,6.0,271.0,18.0,25.0,1850.0,280.0,4550.0  
Jeep,Renegade Trailhawk,SUV,Europe,4WD,34000.0,33000.0,1.3,4.0,177.0,24.0,29.0,1550.0,255.0,4233.0  
Jeep,Compass Trailhawk,SUV,Europe,4WD,40000.0,39000.0,2.0,4.0,180.0,22.0,28.0,1750.0,263.0,4400.0  
Jeep,Grand Cherokee L,SUV,Europe,4WD,68000.0,67000.0,3.6,6.0,290.0,18.0,24.0,2200.0,295.0,5100.0  
Jeep,Grand Cherokee L,SUV,Europe,4WD,72000.0,71000.0,5.7,8.0,357.0,15.0,21.0,2300.0,310.0,5200.0  
Jeep,Grand Cherokee L Summit,SUV,Europe,4WD,78000.0,77000.0,3.6,6.0,290.0,18.0,24.0,2200.0,295.0,5100.0  
Jeep,Wrangler Rubicon,SUV,Europe,4WD,52000.0,51000.0,3.6,6.0,285.0,17.0,23.0,2100.0,270.0,4600.0  
Jeep,Wrangler Rubicon 392,SUV,Europe,4WD,86000.0,85000.0,6.4,8.0,470.0,13.0,18.0,2300.0,310.0,4800.0  
Jeep,Renegade 4xe,SUV,Europe,4WD,40000.0,39000.0,1.3,4.0,240.0,40.0,43.0,1700.0,260.0,4250.0  
Jeep,Compass 4xe,SUV,Europe,4WD,42000.0,41000.0,1.3,4.0,240.0,40.0,43.0,1850.0,265.0,4400.0  
Lincoln,Navigator Luxury,SUV,USA,All,52775.0,46360.0,5.4,8.0,300.0,13.0,18.0,5969.0,119.0,206.0
Lincoln,Aviator Ultimate,SUV,USA,Front,42915.0,39443.0,4.6,8.0,302.0,13.0,18.0,4834.0,114.0,193.0
Lincoln,LS V6 Luxury 4dr,Sedan,USA,Rear,32495.0,29969.0,3.0,6.0,232.0,20.0,26.0,3681.0,115.0,194.0
Lincoln,LS V6 Premium 4dr,Sedan,USA,Rear,36895.0,33929.0,3.0,6.0,232.0,20.0,26.0,3681.0,115.0,194.0
Lincoln,LS V8 Sport 4dr,Sedan,USA,Rear,40095.0,36809.0,3.9,8.0,280.0,17.0,24.0,3768.0,115.0,194.0
Lincoln,LS V8 Ultimate 4dr,Sedan,USA,Rear,43495.0,39869.0,3.9,8.0,280.0,17.0,24.0,3768.0,115.0,194.0
Lincoln,Town Car Signature 4dr,Sedan,USA,Rear,41815.0,38418.0,4.6,8.0,239.0,17.0,25.0,4369.0,118.0,215.0
Lincoln,Town Car Ultimate 4dr,Sedan,USA,Rear,44925.0,41217.0,4.6,8.0,239.0,17.0,25.0,4369.0,118.0,215.0
Lincoln,Town Car Ultimate L 4dr,Sedan,USA,Rear,50470.0,46208.0,4.6,8.0,239.0,17.0,25.0,4474.0,124.0,221.0
Mazda,Mazda2,Hatchback,Europe,FWD,18000.0,17000.0,1.5,4.0,110.0,30.0,36.0,1050.0,245.0,4065.0  
Mazda,Mazda3 Sedan,Sedan,Europe,FWD,22000.0,21000.0,2.0,4.0,155.0,28.0,34.0,1320.0,270.0,4660.0  
Mazda,Mazda3 Hatchback,Hatchback,Europe,FWD,21000.0,20000.0,2.0,4.0,155.0,28.0,34.0,1300.0,270.0,4550.0  
Mazda,Mazda3 Hatchback Turbo,Hatchback,Europe,FWD,26000.0,25000.0,2.5,4.0,186.0,26.0,31.0,1350.0,275.0,4550.0  
Mazda,Mazda6 Sedan,Sedan,Europe,FWD,30000.0,29000.0,2.5,4.0,187.0,25.0,31.0,1480.0,280.0,4870.0  
Mazda,Mazda6 Wagon,Station Wagon,Europe,FWD,32000.0,31000.0,2.5,4.0,187.0,25.0,31.0,1500.0,280.0,4870.0  
Mazda,CX-3,SUV,Europe,FWD,24000.0,23000.0,2.0,4.0,148.0,28.0,34.0,1350.0,270.0,4500.0  
Mazda,CX-3 AWD,SUV,Europe,AWD,26000.0,25000.0,2.0,4.0,148.0,27.0,33.0,1420.0,270.0,4550.0  
Mazda,CX-30,SUV,Europe,FWD,25000.0,24000.0,2.5,4.0,186.0,26.0,31.0,1370.0,275.0,4450.0  
Mazda,CX-30 AWD,SUV,Europe,AWD,27000.0,26000.0,2.5,4.0,186.0,25.0,30.0,1430.0,275.0,4500.0  
Mazda,CX-5,SUV,Europe,FWD,33000.0,32000.0,2.5,4.0,187.0,24.0,29.0,1550.0,280.0,4700.0  
Mazda,CX-5 AWD,SUV,Europe,AWD,35000.0,34000.0,2.5,4.0,187.0,23.0,28.0,1620.0,280.0,4750.0  
Mazda,MX-5 Convertible,Roadster,Europe,RWD,28000.0,27000.0,2.0,4.0,181.0,26.0,34.0,1050.0,230.0,3915.0  
Mazda,MX-5 RF,Roadster,Europe,RWD,29000.0,28000.0,2.0,4.0,181.0,26.0,34.0,1070.0,230.0,3930.0  
Mazda,Mazda CX-9,SUV,Europe,AWD,45000.0,44000.0,2.5,4.0,250.0,22.0,27.0,1900.0,290.0,5050.0  
Mazda,Mazda CX-9 AWD,SUV,Europe,AWD,47000.0,46000.0,2.5,4.0,250.0,21.0,26.0,1950.0,290.0,5100.0  
Mazda,Mazda CX-50,SUV,Europe,AWD,42000.0,41000.0,2.5,4.0,277.0,21.0,26.0,1850.0,290.0,4900.0  
